ecgl	ecgnl
0.376548393	0.524827865
0.278568181	0.396243165
0.29455806	0.437609309
0.281004137	0.384439887
0.274425304	0.386645653
0.267037186	0.401222888
0.311134724	0.452212823
0.226914065	0.38938067
0.223263792	0.342282981
0.323142735	0.443063814
0.283930937	0.424054945
0.368250648	0.465348773
0.332713454	0.461051387
0.369527969	0.498749738
0.370968268	0.512804133
0.278998092	0.406957257
0.243263971	0.402482923
0.361990058	0.509306224
0.338657873	0.504976822
0.276111277	0.44817192
0.377266443	0.562472743
0.390053223	0.507725925
0.326610492	0.517726439
0.426335394	0.530717685
0.422991214	0.560201699
0.408405446	0.604190977
0.355097403	0.511394621
0.29669857	0.43448654
0.39797868	0.568221238
0.326140687	0.467688525
0.393585862	0.572786651
0.320193621	0.477655509
0.448303587	0.578231337
0.305995263	0.459885653
0.303517926	0.441081912
0.379087245	0.54108615
0.243736593	0.421613899
0.365365132	0.520323033
0.339602958	0.504712273
0.347653972	0.472185022
0.274327251	0.458799081
0.408250952	0.575293545
0.251007933	0.450203568
0.317591711	0.455947467
0.256430592	0.415048314
0.273427963	0.417839123
0.24711798	0.42585861
0.371456845	0.537043124
0.279091071	0.428573171
0.227831863	0.410118201
0.252795606	0.418737741
0.267052384	0.4733949
0.183427163	0.368416827
0.279674956	0.462086802
0.165782069	0.360693262
0.203906367	0.417242903
0.152042007	0.328967809
0.264885635	0.443636048
0.276032243	0.448010467
0.209591973	0.375517051
0.218650596	0.422300633
0.229317938	0.41109127
0.276123938	0.461097845
0.244980345	0.40975435
0.284424206	0.455500752
0.191792066	0.397882185
0.143946876	0.371498795
0.193887112	0.402207477
0.221200081	0.394333194
0.2546927	0.448575826
0.203248995	0.401878026
0.153512086	0.362816184
0.188649149	0.397328833
0.276973212	0.464693656
0.202088868	0.384711456
0.184265709	0.372718879
0.25927005	0.455042148
0.234318279	0.411096887
0.183544332	0.388093119
0.167436309	0.369479916
0.110541481	0.332622084
0.21523019	0.41447569
0.184179257	0.391149126
0.198770192	0.423945913
0.141746459	0.336172671
0.275212347	0.476091725
0.269567281	0.435360197
0.136242388	0.333668688
0.267715139	0.465852981
0.171870296	0.38462111
0.19831648	0.430111081
0.192582032	0.426973119
0.168479012	0.373089945
0.093518362	0.274930012
0.240543401	0.445777765
0.208473947	0.402898135
0.16712199	0.391107057
0.23434634	0.442945635
0.167686075	0.388515964
0.225483964	0.457559552
0.230521806	0.432544873
0.15325006	0.376434056
0.186267112	0.468841497
0.27152761	0.451725449
0.266087496	0.491608293
0.172835626	0.385368867
0.15631365	0.386236289
0.229323786	0.447666296
0.23902311	0.466351658
0.251447272	0.475405828
0.203276892	0.435325464
0.178165609	0.42420539
0.235888427	0.469641055
0.316927879	0.536226626
0.253551563	0.483229209
0.249803594	0.444226848
0.24721718	0.412274297
0.224321747	0.466987532
0.173219217	0.418794776
0.20616086	0.455922282
0.235131004	0.48391241
0.260139657	0.492213647
0.25292651	0.476406896
0.289053851	0.516896714
0.283936791	0.541560247
0.153603647	0.355116762
0.148675806	0.362065791
0.153052012	0.405867938
0.114743002	0.353103646
0.192293457	0.436144997
0.202307508	0.438179962
0.220565854	0.4685213
0.221342109	0.471308095
0.191163426	0.423691572
0.175634577	0.418334276
0.262492978	0.499670128
0.197258343	0.441902737
0.15245364	0.393439791
0.229238828	0.463515373
0.222102134	0.474206602
0.232680647	0.444448725
0.271348408	0.499178059
0.182802094	0.478289107
0.203283331	0.457357844
0.238420611	0.466798271
0.269937471	0.492909091
0.178288902	0.448929131
0.21205026	0.419252664
0.221482861	0.465220787
0.207054378	0.480457393
0.248219682	0.500471416
0.21735925	0.474493824
0.241001356	0.454131753
0.21907134	0.507816781
0.211877896	0.473323578
0.282410694	0.520351221
0.24532287	0.476509863
0.202781269	0.481685394
0.259003021	0.478406966
0.162645916	0.437938086
0.173548474	0.438652423
0.183207612	0.437938966
0.344964273	0.576241492
0.240543018	0.477990551
0.287337798	0.536020583
0.275902973	0.507457817
0.323680958	0.583964015
0.320080426	0.538353599
0.183473706	0.431651808
0.190496064	0.477638043
0.270902097	0.53958232
0.239815108	0.510409279
0.33650541	0.610259772
0.25739257	0.495605483
0.145556757	0.421406797
0.270247119	0.522204166
0.200771572	0.455409056
0.236818183	0.504745106
0.306928229	0.557449041
0.253242826	0.520229058
0.3048713	0.521075421
0.213917012	0.497505944
0.25301382	0.501319119
0.240945125	0.504760071
0.113019604	0.37123789
0.243286552	0.53212412
0.325653011	0.563246092
0.199831047	0.450125462
0.207293298	0.440182063
0.306047141	0.54860442
0.172388998	0.443451099
0.156374276	0.436130495
0.295125199	0.560822785
0.244687498	0.48993323
0.308280791	0.586165872
0.199752711	0.460580874
0.195966457	0.495749845
0.263936019	0.539825603
0.309622551	0.556481673
0.313549483	0.553669305
0.312387816	0.541133812
0.273067993	0.521344088
0.255594275	0.505146867
0.282963763	0.559405141
0.22076846	0.517312824
0.321844635	0.559008606
0.34721198	0.593586496
0.179708394	0.428007981
0.396684594	0.640879374
0.263130733	0.529233139
0.401892501	0.63683986
0.420522198	0.658777343
0.254662643	0.517933126
0.340548307	0.61040624
0.526466945	0.785053109
0.366970405	0.611189568
0.421787181	0.656415823
0.420972065	0.658826742
0.420345078	0.715858381
0.465400039	0.717169778
0.306462775	0.625502328
0.37144833	0.661080693
0.435775362	0.710347474
0.443702061	0.700447063
0.58153644	0.840296757
0.485630214	0.745661085
0.518983822	0.75578549
0.447046224	0.702206596
0.449069476	0.688896056
0.545227148	0.804159113
0.48912841	0.764769579
0.536254507	0.8172712
0.520193187	0.753420637
0.584504596	0.849972844
0.477290647	0.724681611
0.646755646	0.903870896
0.61067272	0.878042547
0.603817972	0.851406047
0.524479128	0.79802402
0.608199675	0.846383102
0.658247403	0.889155394
0.727060686	0.947010941
0.60240981	0.845125179
0.734346429	0.971740389
0.797005401	1.037208412
0.589862995	0.865854111
0.64789171	0.905878954
0.594249442	0.841395043
0.502001057	0.780231234
0.671747282	0.93142426
0.601057579	0.884424377
0.555891715	0.816001874
0.588901652	0.839025301
0.565908436	0.813684784
0.503268997	0.743907708
0.43020005	0.664696752
0.540039605	0.798259388
0.5348515	0.76932868
0.522649523	0.755438892
0.477383757	0.733791978
0.426217325	0.677047829
0.499014223	0.733642283
0.505716971	0.759619817
0.423400394	0.690276688
0.495448219	0.757711128
0.448652631	0.713365746
0.440482979	0.713752141
0.412521712	0.63918877
0.371485025	0.664242805
0.462161668	0.714789363
0.398691402	0.646605057
0.439906209	0.68600276
0.514432434	0.768635313
0.421144213	0.701322643
0.445023603	0.705246868
0.493624329	0.763214238
0.459814728	0.694786704
0.389450386	0.645723179
0.474644976	0.713217803
0.311213228	0.560241758
0.311574151	0.570182737
0.442222242	0.704020695
0.35015854	0.624639045
0.336248544	0.598632448
0.364189914	0.622461792
0.337268222	0.58516199
0.345545018	0.582585709
0.336305534	0.57666083
0.339674165	0.56711686
0.303205835	0.546445881
0.366102681	0.589455638
0.315459278	0.562529579
0.413334001	0.662172352
0.374339816	0.600671694
0.402995628	0.638779955
0.340482018	0.579535371
0.330839277	0.581265112
0.40302476	0.647070775
0.398261155	0.656400908
0.339453764	0.583437021
0.429433928	0.665229655
0.395852825	0.603207946
0.349018071	0.596663799
0.439857688	0.686653094
0.419269191	0.652653084
0.385536586	0.620047609
0.356833977	0.593613348
0.311046803	0.545397038
0.288354251	0.565371134
0.451782963	0.661047681
0.24498951	0.467688116
0.292776498	0.535730346
0.309789703	0.556954828
0.325249566	0.572624511
0.208180796	0.474832527
0.351776498	0.589295677
0.389971412	0.598144662
0.250675617	0.513467093
0.280426659	0.546325262
0.266481476	0.497428138
0.38125497	0.638148633
0.339278275	0.57441254
0.298137183	0.5420081
0.287433889	0.507095665
0.320750314	0.557117246
0.410467837	0.635213992
0.319360575	0.537568825
0.296322009	0.514276179
0.193595351	0.409398787
0.219763164	0.450529854
0.180130211	0.453837364
0.10007721	0.318763361
0.175333096	0.417054937
0.244813952	0.456718821
-0.020109918	0.228356836
-0.025127961	0.175726161
0.009485087	0.248234474
0.107120113	0.340345403
0.137306238	0.348832047
0.223558315	0.395517013
0.217149054	0.454291004
0.26944856	0.451261135
0.265665253	0.472821195
0.450438955	0.684619864
0.470307438	0.670698504
0.436625432	0.647212791
0.587148984	0.810915481
0.520326076	0.742775488
0.598010622	0.85208098
0.730144538	0.945733492
0.716100094	0.917184458
0.786541477	0.992272223
0.844775364	1.061752784
1.020064974	1.208415283
0.967384643	1.18427321
0.995933874	1.191881861
1.020383333	1.251103649
1.08816265	1.298884158
1.228333702	1.428759957
1.208715424	1.399730396
1.220940606	1.424889052
1.329892935	1.527030944
1.25755502	1.435708379
1.227881299	1.40554309
1.126220051	1.33929401
1.074736905	1.271117853
1.005177723	1.174561826
0.903026812	1.099271576
0.890044853	1.088248562
0.690822031	0.860524147
0.64712135	0.826600639
0.474955236	0.684653547
0.54510279	0.740816761
0.403864451	0.621364696
0.331544275	0.530761797
0.209627714	0.385118699
0.187338716	0.405781763
0.137602571	0.309064233
-0.019035645	0.179752078
-0.089195983	0.115060103
-0.143923261	0.060273563
-0.220001601	0.01129858
-0.32296739	-0.133183917
-0.34453311	-0.134404616
-0.388936262	-0.169080045
-0.478811468	-0.293257442
-0.580266543	-0.383884814
-0.456652557	-0.264861675
-0.336589769	-0.156098546
-0.343421636	-0.164567687
-0.284963204	-0.096657646
-0.262365937	-0.076197812
-0.171951077	0.015622669
-0.020177439	0.163718459
3.11E-05	0.196656257
0.106273575	0.309482315
0.174959234	0.373664364
0.263095492	0.42787393
0.3419731	0.516332641
0.397759665	0.553359847
0.356090529	0.505213719
0.309738548	0.496857414
0.280501917	0.472598469
0.204527568	0.411818122
0.274458745	0.447869943
0.334125646	0.488596347
0.278482133	0.415918867
0.329105461	0.494085506
0.311098661	0.485993188
0.313763279	0.474049871
0.303088232	0.483306782
0.307554723	0.468612489
0.301934677	0.465504825
0.279553413	0.46535592
0.344614229	0.511452827
0.30971209	0.45964471
0.201535095	0.33129529
0.291916681	0.438231334
0.353990159	0.47152357
0.339581057	0.508897453
0.378314675	0.529113816
0.255318647	0.41221067
0.346858745	0.496513511
0.296373916	0.469552383
0.293659297	0.446423942
0.301221287	0.457265829
0.297570191	0.453810569
0.306324521	0.461419335
0.313460175	0.465466942
0.273503546	0.419196451
0.280732797	0.399710141
0.34793587	0.499434728
0.296301487	0.439344824
0.345354013	0.520245698
0.265251178	0.402495826
0.279823082	0.418184373
0.36621777	0.518141441
0.386060329	0.516644305
0.251277462	0.394000139
0.313544956	0.454962043
0.353309584	0.510878251
0.393214652	0.509644769
0.226538903	0.377950459
0.392503314	0.522300244
0.345091291	0.473649892
0.335571557	0.45112128
0.313545903	0.427661406
0.234848672	0.389826795
0.341028006	0.442063614
0.309314343	0.423662351
0.407416653	0.5511918
0.300831674	0.444374471
0.294486484	0.425387539
0.300154898	0.432542552
0.300475417	0.401793332
0.435997036	0.535206499
0.348345779	0.462653961
0.336777612	0.433733708
0.371105145	0.485338625
0.337863281	0.426705123
0.332717195	0.422660389
0.260273227	0.398903034
0.299679819	0.395145333
0.401568086	0.505334198
0.348265185	0.462717564
0.335657097	0.42782572
0.390968311	0.507883258
0.304878661	0.423033248
0.341109533	0.435539951
0.242430764	0.349229104
0.341488869	0.443173996
0.26666408	0.346230621
0.257033208	0.368368828
0.368937064	0.464438058
0.349826757	0.433716535
0.250272762	0.371727512
0.299626125	0.394621486
0.327188579	0.426535894
0.338192975	0.423901627
0.238004388	0.326514579
0.258921216	0.350985101
0.213846325	0.321813435
0.334058064	0.406020789
0.263314548	0.322775884
0.364753134	0.443111942
0.286745833	0.356930735
0.266060897	0.351069048
0.402362661	0.495104639
0.432762349	0.512882106
0.249322498	0.362985277
0.357271229	0.405569366
0.447299112	0.509044738
0.27147151	0.387353913
0.399363491	0.503715114
0.396847902	0.462303032
0.348513708	0.427561352
0.335301684	0.410601737
0.410792754	0.516388161
0.400853489	0.47075591
0.339378499	0.407037886
0.404360856	0.461785095
0.303288649	0.401723391
0.409113602	0.456541433
0.441244215	0.52916076
0.418309077	0.482631936
0.387414082	0.421528885
0.443747106	0.480384141
0.377260161	0.431567492
0.53122031	0.570896059
0.300911692	0.383718036
0.401786851	0.443900329
0.479761088	0.518921066
0.365951579	0.442804037
0.435864292	0.488188194
0.526722856	0.52349324
0.523590433	0.55712411
0.424655675	0.451357865
0.454402791	0.492690674
0.408660544	0.481073626
0.416357428	0.502418269
0.481565673	0.530076981
0.418098205	0.484144566
0.485110061	0.558553779
0.497209177	0.543355518
0.46832408	0.501876871
0.546812206	0.542763691
0.523684918	0.572704764
0.53084197	0.567676087
0.560662928	0.545958479
0.4468106	0.503825408
0.440576387	0.470597705
0.46810898	0.507335157
0.460996278	0.467350441
0.439301906	0.468580213
0.521061625	0.525952605
0.525700044	0.546590447
0.485785235	0.498558084
0.505775309	0.565957313
0.341150485	0.381358575
0.402678056	0.453482778
0.398267182	0.451639947
0.518416587	0.52212933
0.461130896	0.460993979
0.391986103	0.414265617
0.414551931	0.452695765
0.455390267	0.451634414
0.443736391	0.423170804
0.306539188	0.307193036
0.424289423	0.454248209
0.201749567	0.223044378
0.400586917	0.397623258
0.300462351	0.309109509
0.375294461	0.363447844
0.418548531	0.445658571
0.369046942	0.344584256
0.449837894	0.460644293
0.380170913	0.398233146
0.315395067	0.341517169
0.318897027	0.303190649
0.311181396	0.318099426
0.35168352	0.356146585
0.208113172	0.213422548
0.343553454	0.36089515
0.332810191	0.342308197
0.370974846	0.367471099
0.477590171	0.42709607
0.307518067	0.306726422
0.297596544	0.272079423
0.370203614	0.378281144
0.391666855	0.36222147
0.339662336	0.308538699
0.312939688	0.284204601
0.347594984	0.324516885
0.234138635	0.253774805
0.327019642	0.311761551
0.30609384	0.274753488
0.248226869	0.263877233
0.364813561	0.351433189
0.349678927	0.302745861
0.391857318	0.366976134
0.29585166	0.243295492
0.327708076	0.307820354
0.294343257	0.241690936
0.356235505	0.323935882
0.4011454	0.35725171
0.34489358	0.342174554
0.187419279	0.184230877
0.366857885	0.323086443
0.316491259	0.288435464
0.303665705	0.303713666
0.287249455	0.258629362
0.234247024	0.202450783
0.351677402	0.328639664
0.274069825	0.257647223
0.312530742	0.265510443
0.339941264	0.28941769
0.435824048	0.406837002
0.466418958	0.393681333
0.24980735	0.212066954
0.262393638	0.253293263
0.375767166	0.3253691
0.238786618	0.171348678
0.350641816	0.336201306
0.348404611	0.257238021
0.390992795	0.3419647
0.266614724	0.22700593
0.286841679	0.223876377
0.432445964	0.384720145
0.376135492	0.29740066
0.339033874	0.251511618
0.285287496	0.214351793
0.383468882	0.320167537
0.311673663	0.281105447
0.2003822	0.149800339
0.2843523	0.216835709
0.437839648	0.409501448
0.307857435	0.259411685
0.232759078	0.159023047
0.260928158	0.213599234
0.293767969	0.23600488
0.371162077	0.290728918
0.326278688	0.246862365
0.338297339	0.259078832
0.378990833	0.252107077
0.296679791	0.203983645
0.376551712	0.309640282
0.314426239	0.231736366
0.331975164	0.225829468
0.378076094	0.257749479
0.342712818	0.243652675
0.290945428	0.219923493
0.35286299	0.251354988
0.45002828	0.349650924
0.370793282	0.270064055
0.299608273	0.209245736
0.285814012	0.197523564
0.323852854	0.228055105
0.24329276	0.160200634
0.437453675	0.329287561
0.343686947	0.247213374
0.303158669	0.17783021
0.355845787	0.241030491
0.267459711	0.161824081
0.391061865	0.262117302
0.34381215	0.222926727
0.344624587	0.233100489
0.335806311	0.248092097
0.405465834	0.271685731
0.293314383	0.187511399
0.256145379	0.153647467
0.332137339	0.220805188
0.317148512	0.18385433
0.360745793	0.245249071
0.221855722	0.130265781
0.374829017	0.264928754
0.33690722	0.236319683
0.276891093	0.164421912
0.297209111	0.203137964
0.387297561	0.259893133
0.4529067	0.338323266
0.303436865	0.198445528
0.396329594	0.284098092
0.321419587	0.170967227
0.325672394	0.223344524
0.338760119	0.201625138
0.359989395	0.228012852
0.291001843	0.185094393
0.269692709	0.137930267
0.308095351	0.194461292
0.379020358	0.228983155
0.326215422	0.180692811
0.329115407	0.195782588
0.341163964	0.22409995
0.357585671	0.229961412
0.294551722	0.165320339
0.334854399	0.187581401
0.409989323	0.243529921
0.373688039	0.215811399
0.266119637	0.131151913
0.382589433	0.27521371
0.297743467	0.166261656
0.315854007	0.161438319
0.25176166	0.124460486
0.339012247	0.189431996
0.369345723	0.189051382
0.361832751	0.177324531
0.307425078	0.150754365
0.298683989	0.108979557
0.508762118	0.34190481
0.436386328	0.265595878
0.340769937	0.171877647
0.332404705	0.183356635
0.370294564	0.206319032
0.358595157	0.187040481
0.344456208	0.158402734
0.344953195	0.232895834
0.276096022	0.128551629
0.476098343	0.282602752
0.27579019	0.095852742
0.339510777	0.167120872
0.405809251	0.226190572
0.381694141	0.187730105
0.258477451	0.105954969
0.407249759	0.226472844
0.323880341	0.187816702
0.315643089	0.138194287
0.37623991	0.198386707
0.417533008	0.215282447
0.458352685	0.294877351
0.379343083	0.189147031
0.386825846	0.187306645
0.35234013	0.18495746
0.310889826	0.12202858
0.437342318	0.252628355
0.313389958	0.132019554
0.405417065	0.229429028
0.411161544	0.237350092
0.466340363	0.301539724
0.308898438	0.128904205
0.493306106	0.321547813
0.448394713	0.257862142
0.451206093	0.227355041
0.487468167	0.299750536
0.534201355	0.320034866
0.500920054	0.295338238
0.475175349	0.25125638
0.591094749	0.39323062
0.548045374	0.350957507
0.51105846	0.31392741
0.595156199	0.41827034
0.626952853	0.383991289
0.485283932	0.310437781
0.615025171	0.413046854
0.498601112	0.300402411
0.55353286	0.345463958
0.593152505	0.414113947
0.659577271	0.435280718
0.63534632	0.426423194
0.540694608	0.334427766
0.720534359	0.480195988
0.736980314	0.510528533
0.762375243	0.513988612
0.676636454	0.43528576
0.657454299	0.452288172
0.622968866	0.410930559
0.707274695	0.464131763
0.664944684	0.454046918
0.611461954	0.392685942
0.67939333	0.467056369
0.684203682	0.453506183
0.678462064	0.433573824
0.565097824	0.352863506
0.528833943	0.313430841
0.648326468	0.402786395
0.694047427	0.432355184
0.53286402	0.285307261
0.431292653	0.229223308
0.630431381	0.401257383
0.554033208	0.316187576
0.602003543	0.367980718
0.57118082	0.348185275
0.42726399	0.227799894
0.516676622	0.256954108
0.484436273	0.226620167
0.519219222	0.267170446
0.537344018	0.306320771
0.453906587	0.240624156
0.374876258	0.122641976
0.503554664	0.279228131
0.445159051	0.207416062
0.442639868	0.174124855
0.345494887	0.081762074
0.434334108	0.195436197
0.432598898	0.178818347
0.407480246	0.173307491
0.325009931	0.092294482
0.344914203	0.099508833
0.304613254	0.080019795
0.49409516	0.205033026
0.326786925	0.0644544
0.332420173	0.094454779
0.312626461	0.058598929
0.421788203	0.147459317
0.352717791	0.100124394
0.355612522	0.103194151
0.418855297	0.145340012
0.419378248	0.130946834
0.412513621	0.135299163
0.251670476	-0.011820528
0.376947636	0.104628759
0.403865368	0.140762324
0.363364128	0.108763523
0.386492253	0.135170351
0.444664276	0.194954778
0.399532412	0.150140461
0.297834152	0.030367608
0.280233095	0.043838414
0.344582493	0.078069501
0.290561978	0.050844655
0.343361818	0.07784248
0.395395592	0.142011386
0.328458912	0.052853226
0.356980887	0.063932048
0.306553398	0.065672775
0.369992897	0.109594987
0.387805464	0.126526598
0.3339574	0.066027242
0.330612168	0.056462071
0.378137047	0.117811642
0.380768882	0.106111883
0.393694143	0.093172689
0.515296871	0.230889155
0.340393529	0.067980027
0.371642624	0.082274506
0.354849409	0.05984998
0.343111076	0.093663354
0.317747426	0.03540811
0.437282673	0.110859176
0.439431117	0.150744721
0.354251728	0.062369783
0.374260985	0.053504913
0.293536368	0.027563649
0.338844398	0.030873987
0.253789551	-0.031808266
0.347034626	0.049498227
0.312390991	0.006932797
0.376677003	0.086600427
0.286737318	0.004403788
0.280877939	-0.0278358
0.306379888	0.012151043
0.125924414	-0.173753143
0.214561226	-0.095682166
0.124893433	-0.192254152
